task_id,pod_name,pod_uid,node,phase,created_at,scheduled_at,scheduled_status
pilot-burst0-000,pilot-burst0-000,42fa66fc-c28d-464b-8ee8-99829ee7f83f,kaptain-worker3,Running,2026-09-17T21:11:10Z,2026-09-17T21:11:10Z,True
pilot-burst0-001,pilot-burst0-001,84c364fc-5405-4556-ab2d-caecc4f29064,kaptain-worker,Running,2026-09-17T21:11:10Z,2026-09-17T21:11:10Z,True
pilot-burst0-002,pilot-burst0-002,219c5263-3b0d-412a-b87d-368198e0d3ab,kaptain-worker,Running,2026-09-17T21:11:10Z,2026-09-17T21:11:10Z,True
pilot-burst0-003,pilot-burst0-003,9a930afd-f146-43cc-a843-4afda7237764,kaptain-worker2,Running,2026-09-17T21:11:10Z,2026-09-17T21:11:10Z,True
pilot-burst0-004,pilot-burst0-004,bcbf178e-ec9d-4f13-a188-532f035c2a3e,kaptain-worker,Running,2026-09-17T21:11:10Z,2026-09-17T21:11:10Z,True
pilot-burst0-005,pilot-burst0-005,e43cf147-bf64-4904-b77c-d06ea9f16539,kaptain-worker2,Running,2026-09-17T21:11:10Z,2026-09-17T21:11:10Z,True
pilot-burst0-006,pilot-burst0-006,960abac8-2300-4f3c-bc51-5b1e1aed6a0d,kaptain-worker2,Running,2026-09-17T21:11:10Z,2026-09-17T21:11:10Z,True
pilot-burst0-007,pilot-burst0-007,ba95c904-5011-47bf-a8a9-c5ffc1577055,kaptain-worker3,Running,2026-09-17T21:11:11Z,2026-09-17T21:11:11Z,True
pilot-burst0-008,pilot-burst0-008,566d8426-732e-462e-982a-c3b2f7b25318,kaptain-worker2,Running,2026-09-17T21:11:11Z,2026-09-17T21:11:11Z,True
pilot-burst0-009,pilot-burst0-009,d6a04d49-ce5d-44d7-acf1-4e1e6f5d249e,kaptain-worker3,Running,2026-09-17T21:11:11Z,2026-09-17T21:11:11Z,True
pilot-burst1-000,pilot-burst1-000,84b709da-c898-4608-90d2-272ffe3c0fac,kaptain-worker3,Running,2026-09-17T21:11:20Z,2026-09-17T21:11:20Z,True
pilot-burst1-001,pilot-burst1-001,afac6045-907f-45ef-b378-29ac8f6eafcc,kaptain-worker2,Running,2026-09-17T21:11:20Z,2026-09-17T21:11:20Z,True
pilot-burst1-002,pilot-burst1-002,9efce74b-0d13-47de-bbae-880133ba58a1,kaptain-worker,Running,2026-09-17T21:11:20Z,2026-09-17T21:11:20Z,True
pilot-burst1-003,pilot-burst1-003,7f34df2e-149e-4ac4-aa6b-274bf2ce4089,kaptain-worker3,Running,2026-09-17T21:11:20Z,2026-09-17T21:11:20Z,True
pilot-burst1-004,pilot-burst1-004,cf2b5436-80a7-40df-8557-43a881964bb9,kaptain-worker2,Running,2026-09-17T21:11:20Z,2026-09-17T21:11:20Z,True
pilot-burst1-005,pilot-burst1-005,0e141d86-8fb4-4348-9bcb-787c53760947,kaptain-worker,Running,2026-09-17T21:11:20Z,2026-09-17T21:11:20Z,True
pilot-burst1-006,pilot-burst1-006,a87f381a-eb2c-453d-b3a1-c54b1576c088,kaptain-worker3,Running,2026-09-17T21:11:20Z,2026-09-17T21:11:20Z,True
pilot-burst1-007,pilot-burst1-007,37ea3971-4ae6-4641-97a0-f99646751e4d,kaptain-worker2,Running,2026-09-17T21:11:21Z,2026-09-17T21:11:21Z,True
pilot-burst1-008,pilot-burst1-008,d6fcd0df-3a9d-42b3-8934-bccc8cd5ad23,kaptain-worker2,Running,2026-09-17T21:11:21Z,2026-09-17T21:11:21Z,True
pilot-burst1-009,pilot-burst1-009,04dd7511-6c49-4648-8818-ae95774c8d2f,kaptain-worker,Running,2026-09-17T21:11:21Z,2026-09-17T21:11:21Z,True
pilot-burst2-000,pilot-burst2-000,f7238dc3-8180-4220-839b-ea7654b0d7d2,kaptain-worker,Pending,2026-09-17T21:11:30Z,2026-09-17T21:11:30Z,True
pilot-burst2-001,pilot-burst2-001,e08180f7-d446-4187-96d0-721fea48014d,kaptain-worker2,Pending,2026-09-17T21:11:30Z,2026-09-17T21:11:30Z,True
pilot-burst2-002,pilot-burst2-002,1decd51e-e137-4f45-a1e6-30d487150ee3,kaptain-worker3,Pending,2026-09-17T21:11:30Z,2026-09-17T21:11:30Z,True
pilot-burst2-003,pilot-burst2-003,975f19ce-d63e-494b-a179-11e33bbe237a,kaptain-worker,Pending,2026-09-17T21:11:30Z,2026-09-17T21:11:30Z,True
pilot-burst2-004,pilot-burst2-004,6b11c63d-295d-4085-a3b4-0585a89629ca,kaptain-worker3,Pending,2026-09-17T21:11:30Z,2026-09-17T21:11:30Z,True
pilot-burst2-005,pilot-burst2-005,c69ea441-9040-4c18-97e3-2a9847ec7522,kaptain-worker,Pending,2026-09-17T21:11:30Z,2026-09-17T21:11:30Z,True
pilot-burst2-006,pilot-burst2-006,8f3b9418-bf23-4c6c-8257-0f0ec9c37000,kaptain-worker2,Pending,2026-09-17T21:11:30Z,2026-09-17T21:11:30Z,True
pilot-burst2-007,pilot-burst2-007,32bb881f-88d2-4c4f-9d83-6d307506e53b,kaptain-worker3,Pending,2026-09-17T21:11:30Z,2026-09-17T21:11:30Z,True
pilot-burst2-008,pilot-burst2-008,7fe276c3-69ef-4fc8-b0c8-4413be3056ba,kaptain-worker3,Pending,2026-09-17T21:11:30Z,2026-09-17T21:11:30Z,True
pilot-burst2-009,pilot-burst2-009,f3b57d8a-c30f-4755-a7d3-466bc5ab7571,kaptain-worker,Pending,2026-09-17T21:11:31Z,2026-09-17T21:11:31Z,True
pilot-steady-000,pilot-steady-000,b854c72a-bfb3-47a2-a62a-ba57dec57658,kaptain-worker,Running,2026-09-17T21:10:30Z,2026-09-17T21:10:30Z,True
pilot-steady-001,pilot-steady-001,f7ef2886-556b-44e9-b6c5-2a5bee3191b5,kaptain-worker2,Running,2026-09-17T21:10:31Z,2026-09-17T21:10:31Z,True
pilot-steady-002,pilot-steady-002,e1a288f5-f02b-4585-9adb-e29705902824,kaptain-worker2,Running,2026-09-17T21:10:32Z,2026-09-17T21:10:32Z,True
pilot-steady-003,pilot-steady-003,7d1131bc-fa15-4079-b582-1ab9e98c85ed,kaptain-worker3,Running,2026-09-17T21:10:33Z,2026-09-17T21:10:33Z,True
pilot-steady-004,pilot-steady-004,e24546af-27b1-40f8-884b-f79d54441c78,kaptain-worker2,Running,2026-09-17T21:10:34Z,2026-09-17T21:10:34Z,True
pilot-steady-005,pilot-steady-005,774dbfc9-36b0-4ecd-9274-f212a98afece,kaptain-worker3,Running,2026-09-17T21:10:35Z,2026-09-17T21:10:35Z,True
pilot-steady-006,pilot-steady-006,065e6473-4139-4524-97a7-747a1ccb0dcd,kaptain-worker3,Running,2026-09-17T21:10:36Z,2026-09-17T21:10:36Z,True
pilot-steady-007,pilot-steady-007,b24400f0-0ee4-4147-8455-4e46c24663b5,kaptain-worker,Running,2026-09-17T21:10:37Z,2026-09-17T21:10:37Z,True
pilot-steady-008,pilot-steady-008,6acf6f88-0aec-4a4f-8df7-42e466edd298,kaptain-worker3,Running,2026-09-17T21:10:38Z,2026-09-17T21:10:38Z,True
pilot-steady-009,pilot-steady-009,63fd97c5-309b-4663-b1e5-4a2d3faad804,kaptain-worker,Running,2026-09-17T21:10:39Z,2026-09-17T21:10:39Z,True
pilot-steady-010,pilot-steady-010,52e4d92e-8c19-4930-bdcb-ab66c7378763,kaptain-worker3,Running,2026-09-17T21:10:40Z,2026-09-17T21:10:40Z,True
pilot-steady-011,pilot-steady-011,38789017-c1c5-45d3-8758-fef3397da142,kaptain-worker2,Running,2026-09-17T21:10:41Z,2026-09-17T21:10:41Z,True
pilot-steady-012,pilot-steady-012,fa86be47-9d98-4db1-a5f1-22c6da5b6abd,kaptain-worker2,Running,2026-09-17T21:10:42Z,2026-09-17T21:10:42Z,True
pilot-steady-013,pilot-steady-013,cecb6173-c45f-4985-b068-77e942b18e8c,kaptain-worker,Running,2026-09-17T21:10:43Z,2026-09-17T21:10:43Z,True
pilot-steady-014,pilot-steady-014,32bfe124-04d5-4c46-aeed-9dfecca466d8,kaptain-worker2,Running,2026-09-17T21:10:44Z,2026-09-17T21:10:44Z,True
pilot-steady-015,pilot-steady-015,f2512fa1-2e5a-432f-935d-37265a5ffd12,kaptain-worker,Running,2026-09-17T21:10:45Z,2026-09-17T21:10:45Z,True
pilot-steady-016,pilot-steady-016,2ddc5aa8-5701-48e1-ba0b-48d6d6a5fafe,kaptain-worker,Running,2026-09-17T21:10:46Z,2026-09-17T21:10:46Z,True
pilot-steady-017,pilot-steady-017,8378500c-11ca-4845-87b0-38f04d412b1f,kaptain-worker3,Running,2026-09-17T21:10:47Z,2026-09-17T21:10:47Z,True
