task_id,pod_name,pod_uid,node,phase,created_at,scheduled_at,scheduled_status
pilot-burst0-000,pilot-burst0-000,b1f7cfcc-1321-41b2-9b34-6a5bf4698cba,kaptain-worker3,Running,2026-09-17T22:04:36Z,2026-09-17T22:04:36Z,True
pilot-burst0-001,pilot-burst0-001,93ece41a-8be9-484a-9b74-8bef49b06904,kaptain-worker,Running,2026-09-17T22:04:36Z,2026-09-17T22:04:36Z,True
pilot-burst0-002,pilot-burst0-002,3e0d64e0-24fa-4f5e-aa49-b2b798e18c76,kaptain-worker,Running,2026-09-17T22:04:36Z,2026-09-17T22:04:36Z,True
pilot-burst0-003,pilot-burst0-003,d4501f1d-9c77-4f06-915c-0ed21a1fa011,kaptain-worker2,Running,2026-09-17T22:04:36Z,2026-09-17T22:04:36Z,True
pilot-burst0-004,pilot-burst0-004,5050987a-671d-4dde-bae5-14617a1f1cdd,kaptain-worker,Running,2026-09-17T22:04:37Z,2026-09-17T22:04:37Z,True
pilot-burst0-005,pilot-burst0-005,197bcecc-476f-4eb8-95d0-4f6fbd6ac129,kaptain-worker2,Running,2026-09-17T22:04:37Z,2026-09-17T22:04:37Z,True
pilot-burst0-006,pilot-burst0-006,b3cd08ae-8e1a-49fe-894d-6a16cd75f00d,kaptain-worker2,Running,2026-09-17T22:04:37Z,2026-09-17T22:04:37Z,True
pilot-burst0-007,pilot-burst0-007,67a4d69d-ccfc-4176-a651-918961067fa2,kaptain-worker3,Running,2026-09-17T22:04:37Z,2026-09-17T22:04:37Z,True
pilot-burst0-008,pilot-burst0-008,b5dcb9b1-7ba9-4a60-881b-f9a77569db48,kaptain-worker2,Running,2026-09-17T22:04:37Z,2026-09-17T22:04:37Z,True
pilot-burst0-009,pilot-burst0-009,6df13bc1-dcac-4010-a637-17b23ce03a3e,kaptain-worker3,Running,2026-09-17T22:04:37Z,2026-09-17T22:04:37Z,True
pilot-burst1-000,pilot-burst1-000,178602fa-87ab-48f5-bb3e-596619347f83,kaptain-worker3,Running,2026-09-17T22:04:46Z,2026-09-17T22:04:46Z,True
pilot-burst1-001,pilot-burst1-001,047180aa-2ded-4268-afbd-65e4e4e915ee,kaptain-worker2,Running,2026-09-17T22:04:46Z,2026-09-17T22:04:46Z,True
pilot-burst1-002,pilot-burst1-002,5b584375-6074-47d3-a4a2-356fb1b1d285,kaptain-worker,Running,2026-09-17T22:04:46Z,2026-09-17T22:04:46Z,True
pilot-burst1-003,pilot-burst1-003,db06c52e-5b24-4dc5-beb8-5b27086568a9,kaptain-worker3,Running,2026-09-17T22:04:46Z,2026-09-17T22:04:46Z,True
pilot-burst1-004,pilot-burst1-004,e6bb174b-d2a1-4335-92a6-d89d3533995f,kaptain-worker2,Running,2026-09-17T22:04:47Z,2026-09-17T22:04:47Z,True
pilot-burst1-005,pilot-burst1-005,85b01905-98d9-4906-8a43-3911fc2db665,kaptain-worker,Running,2026-09-17T22:04:47Z,2026-09-17T22:04:47Z,True
pilot-burst1-006,pilot-burst1-006,1ee421f9-19fb-498b-b550-4167faec599f,kaptain-worker3,Running,2026-09-17T22:04:47Z,2026-09-17T22:04:47Z,True
pilot-burst1-007,pilot-burst1-007,9ff1f224-34f3-4451-87f5-80f1b0ef3986,kaptain-worker2,Running,2026-09-17T22:04:47Z,2026-09-17T22:04:47Z,True
pilot-burst1-008,pilot-burst1-008,1562dc50-1b63-4837-b28d-e98c5ab1f95a,kaptain-worker2,Running,2026-09-17T22:04:47Z,2026-09-17T22:04:47Z,True
pilot-burst1-009,pilot-burst1-009,e70c9b0e-2898-4ef0-a1e9-fac30ca4d0af,kaptain-worker,Running,2026-09-17T22:04:47Z,2026-09-17T22:04:47Z,True
pilot-burst2-000,pilot-burst2-000,b3acd0bb-bf03-45b9-a162-f972b445a4ae,kaptain-worker,Pending,2026-09-17T22:04:56Z,2026-09-17T22:04:56Z,True
pilot-burst2-001,pilot-burst2-001,c6a92711-2f7d-4e6d-86b0-7f5913b91499,kaptain-worker2,Pending,2026-09-17T22:04:56Z,2026-09-17T22:04:56Z,True
pilot-burst2-002,pilot-burst2-002,dbec9ccc-5a13-443f-90ea-fdc245a84711,kaptain-worker3,Pending,2026-09-17T22:04:56Z,2026-09-17T22:04:56Z,True
pilot-burst2-003,pilot-burst2-003,4c3c07fb-d9f1-4ed9-978b-f597f0323bfd,kaptain-worker,Pending,2026-09-17T22:04:56Z,2026-09-17T22:04:56Z,True
pilot-burst2-004,pilot-burst2-004,f41a5a27-6ccf-4ac0-979c-b1a7defeb519,kaptain-worker3,Pending,2026-09-17T22:04:57Z,2026-09-17T22:04:57Z,True
pilot-burst2-005,pilot-burst2-005,2c8b774b-22e6-45da-a5fd-dee73e8fc2f6,kaptain-worker,Pending,2026-09-17T22:04:57Z,2026-09-17T22:04:57Z,True
pilot-burst2-006,pilot-burst2-006,993fba0c-dbb5-4d1d-ae1c-83c5f64d98f0,kaptain-worker2,Pending,2026-09-17T22:04:57Z,2026-09-17T22:04:57Z,True
pilot-burst2-007,pilot-burst2-007,6763fece-f5bd-4af5-8d1f-38e3394e9f5d,kaptain-worker3,Pending,2026-09-17T22:04:57Z,2026-09-17T22:04:57Z,True
pilot-burst2-008,pilot-burst2-008,634f1597-ba06-4069-bb12-1d78532927f0,kaptain-worker3,Pending,2026-09-17T22:04:57Z,2026-09-17T22:04:57Z,True
pilot-burst2-009,pilot-burst2-009,35e32121-c39d-458a-9934-2389c06cf202,kaptain-worker,Pending,2026-09-17T22:04:57Z,2026-09-17T22:04:57Z,True
pilot-steady-000,pilot-steady-000,cd68c328-fed1-40d2-9b0e-d153e92df232,kaptain-worker,Running,2026-09-17T22:03:56Z,2026-09-17T22:03:56Z,True
