task_id,pod_name,pod_uid,node,phase,created_at,scheduled_at,scheduled_status
pilot-burst0-000,pilot-burst0-000,1f04a22e-a5ff-417b-a6c4-e6b2cf9afdbb,kaptain-worker3,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst0-001,pilot-burst0-001,06785a02-25f3-4fc9-9140-80603a628520,kaptain-worker,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst0-002,pilot-burst0-002,3cc9c34f-9c0f-49ae-9e2d-58bd328da2e1,kaptain-worker,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst0-003,pilot-burst0-003,1cb04e83-3d6c-4ca9-8f8f-6bd2cc8196c2,kaptain-worker2,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst0-004,pilot-burst0-004,50fc9295-e274-47c9-8799-e9c4567fdfec,kaptain-worker,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst0-005,pilot-burst0-005,e5947456-1d80-4b9c-b738-d80f2c92e647,kaptain-worker2,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst0-006,pilot-burst0-006,d73fc6b3-86ce-46d1-9b1f-cb0f78f8af16,kaptain-worker2,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst0-007,pilot-burst0-007,cc61173f-9466-4bcc-a01b-4d3eb2ae7686,kaptain-worker3,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst0-008,pilot-burst0-008,70f00bf3-a92e-4659-a92c-5d32f17eb73c,kaptain-worker2,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst0-009,pilot-burst0-009,4e5e9fa8-41ed-4cb6-9def-a439e578ed6f,kaptain-worker3,Running,2026-09-17T21:27:40Z,2026-09-17T21:27:40Z,True
pilot-burst1-000,pilot-burst1-000,5f14b395-b983-4281-a37c-df90c961da8b,kaptain-worker3,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
pilot-burst1-001,pilot-burst1-001,1d2aeb0b-22eb-4838-946c-02cb62fe4de3,kaptain-worker2,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
pilot-burst1-002,pilot-burst1-002,27f9e7d7-f7e3-4c1c-a5b1-f677fcec5231,kaptain-worker,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
pilot-burst1-003,pilot-burst1-003,e42daba0-0a1f-49be-89b8-3f7f1496277d,kaptain-worker3,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
pilot-burst1-004,pilot-burst1-004,8860521f-abe3-4add-8659-3bf3f724b1f4,kaptain-worker2,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
pilot-burst1-005,pilot-burst1-005,ae817c88-17d7-4da9-aebb-3099a6b5627f,kaptain-worker,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
pilot-burst1-006,pilot-burst1-006,a7c6b299-89c2-4cdb-b77f-5e35f7adfc2d,kaptain-worker3,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
pilot-burst1-007,pilot-burst1-007,6b071cb2-b2dd-4685-9712-f8db4d935540,kaptain-worker2,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
pilot-burst1-008,pilot-burst1-008,28b7dbdf-4cad-41f7-a770-7bca4a7144fc,kaptain-worker2,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
pilot-burst1-009,pilot-burst1-009,5b7cf0e7-540c-4d86-98dd-6f53ab367e03,kaptain-worker,Running,2026-09-17T21:27:50Z,2026-09-17T21:27:50Z,True
