task_id,pod_name,pod_uid,node,phase,created_at,scheduled_at,scheduled_status
pilot-burst0-000,pilot-burst0-000,81120047-13dd-46be-bf6b-f36689ea12bf,kaptain-worker3,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst0-001,pilot-burst0-001,9e8e7380-ad7a-40e5-9650-27db1f32ef24,kaptain-worker,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst0-002,pilot-burst0-002,f00a9419-7e61-4ede-afba-0a06bdd2d2e2,kaptain-worker,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst0-003,pilot-burst0-003,f4e16476-bdeb-4f34-8c25-c6cc8792f5fa,kaptain-worker2,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst0-004,pilot-burst0-004,32c3a7d4-14ee-4120-8783-de1284f28b86,kaptain-worker,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst0-005,pilot-burst0-005,237fe295-3741-49bd-aa2d-05563eca1e6a,kaptain-worker2,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst0-006,pilot-burst0-006,8a88491f-c561-4973-93ae-f2bce6c540e2,kaptain-worker2,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst0-007,pilot-burst0-007,b88c464f-e524-4213-b4e7-a66a24db9fa0,kaptain-worker3,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst0-008,pilot-burst0-008,8f8e7483-7689-4118-ba83-dfb56d3e6e2e,kaptain-worker2,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst0-009,pilot-burst0-009,3c322312-b5b1-41fa-9bec-34ccbcfc8e17,kaptain-worker3,Running,2026-09-17T21:25:08Z,2026-09-17T21:25:08Z,True
pilot-burst1-000,pilot-burst1-000,52d9c293-9f30-4eb2-a3f3-fba96639dd0a,kaptain-worker3,Running,2026-09-17T21:25:18Z,2026-09-17T21:25:18Z,True
pilot-burst1-001,pilot-burst1-001,04a21286-e127-472a-8223-844cd56b6862,kaptain-worker2,Running,2026-09-17T21:25:18Z,2026-09-17T21:25:18Z,True
pilot-burst1-002,pilot-burst1-002,4f11d1b1-4533-4405-9114-961f2ffd7a98,kaptain-worker,Running,2026-09-17T21:25:18Z,2026-09-17T21:25:18Z,True
pilot-burst1-003,pilot-burst1-003,3ba2bde0-16e3-44d0-bbf2-cb823461a1a0,kaptain-worker3,Running,2026-09-17T21:25:18Z,2026-09-17T21:25:18Z,True
