task_id,pod_name,pod_uid,node,phase,created_at,scheduled_at,scheduled_status
pilot-burst0-000,pilot-burst0-000,75c0322e-0c50-4355-a3af-90f0c1f6ba77,kaptain-worker3,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst0-001,pilot-burst0-001,f2fcbdf3-0452-4337-aeeb-93d2f357517c,kaptain-worker,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst0-002,pilot-burst0-002,92cc6d74-c723-4994-8cd9-0c0c751e6d00,kaptain-worker,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst0-003,pilot-burst0-003,e027a3a8-e2b7-4b20-b131-e1d0d45df2cc,kaptain-worker2,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst0-004,pilot-burst0-004,d4cb1f33-aaaa-4c96-bb36-a63dbba93ca8,kaptain-worker,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst0-005,pilot-burst0-005,bd89c7c9-f42e-458d-b24e-7b889a4e6291,kaptain-worker2,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst0-006,pilot-burst0-006,67d47137-5f95-46c2-8051-7d09d33f0821,kaptain-worker2,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst0-007,pilot-burst0-007,c5ed8a94-4c81-4ce8-ac74-93d3f5fcefc2,kaptain-worker3,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst0-008,pilot-burst0-008,b7c7e95a-4f31-4732-986e-38c2eaf13c26,kaptain-worker2,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst0-009,pilot-burst0-009,907b4e73-2a0b-4785-89e7-b832aa2f9a53,kaptain-worker3,Running,2026-09-17T22:10:57Z,2026-09-17T22:10:57Z,True
pilot-burst1-000,pilot-burst1-000,e775ae93-2d07-4a40-9079-087e45ce7e0c,kaptain-worker3,Running,2026-09-17T22:11:07Z,2026-09-17T22:11:07Z,True
pilot-burst1-001,pilot-burst1-001,4b652bc9-4b30-4adf-9c98-6b3ccdd3b6d4,kaptain-worker2,Running,2026-09-17T22:11:07Z,2026-09-17T22:11:07Z,True
pilot-burst1-002,pilot-burst1-002,ec7256ae-a604-40bc-82c2-b23bfa3e6ca1,kaptain-worker,Running,2026-09-17T22:11:07Z,2026-09-17T22:11:07Z,True
pilot-burst1-003,pilot-burst1-003,00f3fc0e-a16a-44c3-972c-114c1c21416f,kaptain-worker3,Running,2026-09-17T22:11:07Z,2026-09-17T22:11:07Z,True
pilot-burst1-004,pilot-burst1-004,e86b823c-a6e0-4839-a7fd-7563cd91e3b5,kaptain-worker2,Running,2026-09-17T22:11:07Z,2026-09-17T22:11:07Z,True
pilot-burst1-005,pilot-burst1-005,e2d2ef58-833a-4183-ab4d-64ea819184fa,kaptain-worker,Running,2026-09-17T22:11:07Z,2026-09-17T22:11:07Z,True
pilot-burst1-006,pilot-burst1-006,28e181d6-71f9-4798-9bc7-4a8c8959923c,kaptain-worker3,Running,2026-09-17T22:11:07Z,2026-09-17T22:11:07Z,True
pilot-burst1-007,pilot-burst1-007,c6f56654-5c8d-430e-a352-c147877ec6c5,kaptain-worker2,Running,2026-09-17T22:11:07Z,2026-09-17T22:11:07Z,True
