task_id,pod_name,pod_uid,node,phase,created_at,scheduled_at,scheduled_status
pilot-burst0-000,pilot-burst0-000,17f3bbff-6cac-41c4-8bd5-7c3bd919ecf4,kaptain-worker3,Running,2026-09-17T21:54:27Z,2026-09-17T21:54:27Z,True
pilot-burst0-001,pilot-burst0-001,412708a2-16e6-409d-89a3-94fa165985e3,kaptain-worker,Running,2026-09-17T21:54:27Z,2026-09-17T21:54:27Z,True
pilot-burst0-002,pilot-burst0-002,56cb509d-b637-4923-9da2-47414040e9fe,kaptain-worker,Running,2026-09-17T21:54:27Z,2026-09-17T21:54:27Z,True
pilot-burst0-003,pilot-burst0-003,5f87f3ce-24ba-4b7c-8ad2-3c68e8e5b0dc,kaptain-worker2,Running,2026-09-17T21:54:28Z,2026-09-17T21:54:28Z,True
pilot-burst0-004,pilot-burst0-004,8c4135c4-92c6-4b48-86db-48d2e3985547,kaptain-worker,Running,2026-09-17T21:54:28Z,2026-09-17T21:54:28Z,True
pilot-burst0-005,pilot-burst0-005,41a2c642-d787-4248-92c7-31823a7ada59,kaptain-worker2,Running,2026-09-17T21:54:28Z,2026-09-17T21:54:28Z,True
pilot-burst0-006,pilot-burst0-006,268b1418-2421-4a91-82d6-73f829813e93,kaptain-worker2,Running,2026-09-17T21:54:28Z,2026-09-17T21:54:28Z,True
pilot-burst0-007,pilot-burst0-007,3f82c8b4-8963-4c03-92f7-62a9fc7ff356,kaptain-worker3,Running,2026-09-17T21:54:28Z,2026-09-17T21:54:28Z,True
pilot-burst0-008,pilot-burst0-008,1fd28d19-2c1b-4c53-b910-3fe5d7747e70,kaptain-worker2,Running,2026-09-17T21:54:28Z,2026-09-17T21:54:28Z,True
pilot-burst0-009,pilot-burst0-009,3d24e604-6623-46cd-9497-e8321968200f,kaptain-worker3,Running,2026-09-17T21:54:28Z,2026-09-17T21:54:28Z,True
pilot-burst1-000,pilot-burst1-000,2371d779-5664-42cf-8285-4e72e7ec86af,kaptain-worker3,Running,2026-09-17T21:54:37Z,2026-09-17T21:54:37Z,True
pilot-burst1-001,pilot-burst1-001,48f02d74-c031-49f4-b53b-d88d9f62313a,kaptain-worker2,Running,2026-09-17T21:54:37Z,2026-09-17T21:54:37Z,True
pilot-burst1-002,pilot-burst1-002,2d17f032-619b-4627-b77b-9411f2576ab0,kaptain-worker,Running,2026-09-17T21:54:37Z,2026-09-17T21:54:37Z,True
pilot-burst1-003,pilot-burst1-003,71763d61-4ff6-4c1d-9cee-e6daea15b7b4,kaptain-worker3,Running,2026-09-17T21:54:37Z,2026-09-17T21:54:37Z,True
pilot-burst1-004,pilot-burst1-004,f5bd69ff-cd10-46e0-b491-2f73add9c8b7,kaptain-worker2,Running,2026-09-17T21:54:37Z,2026-09-17T21:54:37Z,True
pilot-burst1-005,pilot-burst1-005,2e04cd13-5468-4262-b176-0a8addfeb038,kaptain-worker,Running,2026-09-17T21:54:37Z,2026-09-17T21:54:37Z,True
pilot-burst1-006,pilot-burst1-006,37565db8-dfb6-4d31-8852-df3d75aa5a4b,kaptain-worker3,Running,2026-09-17T21:54:38Z,2026-09-17T21:54:38Z,True
pilot-burst1-007,pilot-burst1-007,74fc0cc6-5cd7-423f-8454-3a702e75f1fa,kaptain-worker2,Running,2026-09-17T21:54:38Z,2026-09-17T21:54:38Z,True
pilot-burst1-008,pilot-burst1-008,af2ead6d-134a-4c7f-b1b1-20a46c98da7b,kaptain-worker2,Running,2026-09-17T21:54:38Z,2026-09-17T21:54:38Z,True
pilot-burst1-009,pilot-burst1-009,6431a63c-ff47-46fb-b931-102fdc4c41d6,kaptain-worker,Running,2026-09-17T21:54:38Z,2026-09-17T21:54:38Z,True
pilot-burst2-000,pilot-burst2-000,5c139c6a-643f-4e6f-a762-ee7cd55f6bdc,kaptain-worker,Pending,2026-09-17T21:54:47Z,2026-09-17T21:54:47Z,True
pilot-burst2-001,pilot-burst2-001,e96247a0-14cb-46c5-8867-9f596d69e707,kaptain-worker2,Pending,2026-09-17T21:54:47Z,2026-09-17T21:54:47Z,True
pilot-burst2-002,pilot-burst2-002,8a5357dd-24ec-4100-bd95-ccbeefea2ccb,kaptain-worker3,Pending,2026-09-17T21:54:47Z,2026-09-17T21:54:47Z,True
pilot-burst2-003,pilot-burst2-003,5434c02f-b22b-4ac4-96f2-fb9056ba1859,kaptain-worker,Pending,2026-09-17T21:54:47Z,2026-09-17T21:54:47Z,True
pilot-burst2-004,pilot-burst2-004,b7c76921-045a-47ce-b2dd-fcf8ef68395b,kaptain-worker3,Pending,2026-09-17T21:54:47Z,2026-09-17T21:54:47Z,True
pilot-burst2-005,pilot-burst2-005,8ac655de-d037-4770-9d66-ec80eb1575ba,kaptain-worker,Pending,2026-09-17T21:54:47Z,2026-09-17T21:54:47Z,True
pilot-burst2-006,pilot-burst2-006,2fe09b04-b553-4788-b3c8-71ec9a9eaaec,kaptain-worker2,Pending,2026-09-17T21:54:48Z,2026-09-17T21:54:48Z,True
pilot-burst2-007,pilot-burst2-007,ef82ec6f-da9b-49fc-b0a1-c96ca0d7ce08,kaptain-worker3,Pending,2026-09-17T21:54:48Z,2026-09-17T21:54:48Z,True
pilot-burst2-008,pilot-burst2-008,9812fdbd-9ffe-4962-842c-a19b18b3db7a,kaptain-worker3,Pending,2026-09-17T21:54:48Z,2026-09-17T21:54:48Z,True
pilot-burst2-009,pilot-burst2-009,11d7571a-e96d-4e09-8f13-ad44e26767c8,kaptain-worker,Pending,2026-09-17T21:54:48Z,2026-09-17T21:54:48Z,True
pilot-steady-000,pilot-steady-000,3cfb4784-745c-415a-a8ef-3c70edfd9dc8,kaptain-worker,Running,2026-09-17T21:53:47Z,2026-09-17T21:53:47Z,True
pilot-steady-001,pilot-steady-001,d82ee5e9-bc7a-42fc-9078-9a136f0f2c84,kaptain-worker2,Running,2026-09-17T21:53:48Z,2026-09-17T21:53:48Z,True
pilot-steady-002,pilot-steady-002,cf8eb7f3-6c10-4254-ae8e-6f9a6c36d271,kaptain-worker2,Running,2026-09-17T21:53:49Z,2026-09-17T21:53:49Z,True
pilot-steady-003,pilot-steady-003,e66575d9-2a34-4388-9988-dd32579e01d4,kaptain-worker3,Running,2026-09-17T21:53:50Z,2026-09-17T21:53:50Z,True
pilot-steady-004,pilot-steady-004,1f374cf8-8477-4e88-b654-d5e5a10b9ed5,kaptain-worker2,Running,2026-09-17T21:53:51Z,2026-09-17T21:53:51Z,True
pilot-steady-005,pilot-steady-005,6bfa90e5-0565-470e-9e8a-332ae6249f7a,kaptain-worker3,Running,2026-09-17T21:53:52Z,2026-09-17T21:53:52Z,True
pilot-steady-006,pilot-steady-006,9aebd4d6-52e3-4b2a-a2c7-4d7ee0fd5637,kaptain-worker3,Running,2026-09-17T21:53:53Z,2026-09-17T21:53:53Z,True
pilot-steady-007,pilot-steady-007,5ef7e953-a7b8-4dd3-97d4-1acffaf7970c,kaptain-worker,Running,2026-09-17T21:53:54Z,2026-09-17T21:53:54Z,True
pilot-steady-008,pilot-steady-008,75bf9384-44a5-4042-8c2c-a59267e1c208,kaptain-worker3,Running,2026-09-17T21:53:55Z,2026-09-17T21:53:55Z,True
pilot-steady-009,pilot-steady-009,6b2ce26b-dfc7-472b-a7b0-f37e8c70723f,kaptain-worker,Running,2026-09-17T21:53:56Z,2026-09-17T21:53:56Z,True
pilot-steady-010,pilot-steady-010,7dba2816-a1b8-4da8-8519-c57949909657,kaptain-worker3,Running,2026-09-17T21:53:57Z,2026-09-17T21:53:57Z,True
pilot-steady-011,pilot-steady-011,c4c41c7c-ff6c-4588-b055-02df3b0c587b,kaptain-worker2,Running,2026-09-17T21:53:58Z,2026-09-17T21:53:58Z,True
pilot-steady-012,pilot-steady-012,00401b94-03b9-4173-b03b-cbc60344bc51,kaptain-worker2,Running,2026-09-17T21:53:59Z,2026-09-17T21:53:59Z,True
pilot-steady-013,pilot-steady-013,f628bf57-9635-4342-9336-d82eb3982380,kaptain-worker,Running,2026-09-17T21:54:00Z,2026-09-17T21:54:00Z,True
pilot-steady-014,pilot-steady-014,a6ea312d-b908-48dc-93c9-e6f191b3e2dc,kaptain-worker2,Running,2026-09-17T21:54:01Z,2026-09-17T21:54:01Z,True
pilot-steady-015,pilot-steady-015,949d0e1e-4f1b-4d79-b0b2-4e0c32817766,kaptain-worker,Running,2026-09-17T21:54:02Z,2026-09-17T21:54:02Z,True
pilot-steady-016,pilot-steady-016,ec041436-fa6b-403c-9e4c-7ced0eb7e073,kaptain-worker,Running,2026-09-17T21:54:03Z,2026-09-17T21:54:03Z,True
pilot-steady-017,pilot-steady-017,e47f4696-13ca-49d2-bf35-bec5d9c64b08,kaptain-worker3,Running,2026-09-17T21:54:04Z,2026-09-17T21:54:04Z,True
pilot-steady-018,pilot-steady-018,48189dd2-fb0a-4669-8786-cf6ab8aca8be,kaptain-worker2,Running,2026-09-17T21:54:05Z,2026-09-17T21:54:05Z,True
pilot-steady-019,pilot-steady-019,937ed6dd-f4f4-48d1-a56f-237b27a8725b,kaptain-worker,Running,2026-09-17T21:54:06Z,2026-09-17T21:54:06Z,True
pilot-steady-020,pilot-steady-020,ce16089c-a3fb-48a9-80ca-7381527d396f,kaptain-worker2,Running,2026-09-17T21:54:07Z,2026-09-17T21:54:07Z,True
pilot-steady-021,pilot-steady-021,69f2f6b6-83e6-4f54-ae55-8ad5dd424d5c,kaptain-worker3,Running,2026-09-17T21:54:08Z,2026-09-17T21:54:08Z,True
pilot-steady-022,pilot-steady-022,fb5cfe30-3663-4700-a591-5927c0d5b775,kaptain-worker,Running,2026-09-17T21:54:09Z,2026-09-17T21:54:09Z,True
pilot-steady-023,pilot-steady-023,9b7e6286-5058-48e6-b408-338afea9c984,kaptain-worker2,Running,2026-09-17T21:54:10Z,2026-09-17T21:54:10Z,True
pilot-steady-024,pilot-steady-024,c5fcca9f-7101-494c-a7f2-ab0b20850769,kaptain-worker,Running,2026-09-17T21:54:11Z,2026-09-17T21:54:11Z,True
pilot-steady-025,pilot-steady-025,817bee1a-765f-4c95-8388-182549266122,kaptain-worker2,Running,2026-09-17T21:54:12Z,2026-09-17T21:54:12Z,True
pilot-steady-026,pilot-steady-026,5e9cca49-a138-4acb-8bdc-41644160b70d,kaptain-worker3,Running,2026-09-17T21:54:13Z,2026-09-17T21:54:13Z,True
pilot-steady-027,pilot-steady-027,de097d11-49ee-4b38-b682-27adbd17c14a,kaptain-worker,Running,2026-09-17T21:54:14Z,2026-09-17T21:54:14Z,True
pilot-steady-028,pilot-steady-028,30cb5075-039d-4e1f-9c41-2ae18e8fe1d4,kaptain-worker3,Running,2026-09-17T21:54:15Z,2026-09-17T21:54:15Z,True
pilot-steady-029,pilot-steady-029,61e199ce-52b8-4012-b79e-02562277ae39,kaptain-worker,Running,2026-09-17T21:54:16Z,2026-09-17T21:54:16Z,True
