task_id,pod_name,pod_uid,node,phase,created_at,scheduled_at,scheduled_status
pilot-burst0-000,pilot-burst0-000,16c76eca-53e3-4ff7-8a82-d152997eb695,kaptain-worker3,Running,2026-09-17T21:56:59Z,2026-09-17T21:56:59Z,True
pilot-burst0-001,pilot-burst0-001,1822b5a5-5b76-4822-b2ad-3b0dc3ba0312,kaptain-worker,Running,2026-09-17T21:56:59Z,2026-09-17T21:56:59Z,True
pilot-burst0-002,pilot-burst0-002,86e536ec-5046-41e5-ad6b-8d0515dead18,kaptain-worker,Running,2026-09-17T21:57:00Z,2026-09-17T21:57:00Z,True
pilot-burst0-003,pilot-burst0-003,657316d6-600c-4112-9afd-a541baed89f3,kaptain-worker2,Running,2026-09-17T21:57:00Z,2026-09-17T21:57:00Z,True
pilot-burst0-004,pilot-burst0-004,d4216358-6e11-4016-aca6-141559071b0a,kaptain-worker,Running,2026-09-17T21:57:00Z,2026-09-17T21:57:00Z,True
pilot-burst0-005,pilot-burst0-005,5c382050-b642-4af9-a867-8382d230514e,kaptain-worker2,Running,2026-09-17T21:57:00Z,2026-09-17T21:57:00Z,True
pilot-burst0-006,pilot-burst0-006,9e89dee6-ef30-41f8-878b-145671660391,kaptain-worker2,Running,2026-09-17T21:57:00Z,2026-09-17T21:57:00Z,True
pilot-burst0-007,pilot-burst0-007,512fcdee-07e1-4371-922c-303eef9d6e52,kaptain-worker3,Running,2026-09-17T21:57:00Z,2026-09-17T21:57:00Z,True
pilot-burst0-008,pilot-burst0-008,fb6b6c68-106a-4535-9d42-1a7b1d3630d2,kaptain-worker2,Running,2026-09-17T21:57:00Z,2026-09-17T21:57:00Z,True
pilot-burst0-009,pilot-burst0-009,0663b3b1-ad54-470c-8d50-d9c6ff477582,kaptain-worker3,Running,2026-09-17T21:57:00Z,2026-09-17T21:57:00Z,True
pilot-burst1-000,pilot-burst1-000,1fbe0fcc-8f5e-4f4f-ae5e-51256ad7def8,kaptain-worker3,Running,2026-09-17T21:57:09Z,2026-09-17T21:57:09Z,True
pilot-burst1-001,pilot-burst1-001,48aa6806-4383-478d-973a-4050c5cb2faf,kaptain-worker2,Running,2026-09-17T21:57:09Z,2026-09-17T21:57:09Z,True
pilot-burst1-002,pilot-burst1-002,07b2529e-8bc1-455e-8322-97207f1804c1,kaptain-worker,Running,2026-09-17T21:57:10Z,2026-09-17T21:57:10Z,True
pilot-burst1-003,pilot-burst1-003,00dda422-571f-4f71-93ca-28245f1e93fb,kaptain-worker3,Running,2026-09-17T21:57:10Z,2026-09-17T21:57:10Z,True
pilot-burst1-004,pilot-burst1-004,3fc74bc1-b44b-48b5-b666-c080f3df1d86,kaptain-worker2,Running,2026-09-17T21:57:10Z,2026-09-17T21:57:10Z,True
pilot-burst1-005,pilot-burst1-005,505a3d00-03c5-480d-86be-15ffd611fa4b,kaptain-worker,Running,2026-09-17T21:57:10Z,2026-09-17T21:57:10Z,True
pilot-burst1-006,pilot-burst1-006,bb46ecfb-d23e-4078-b0bd-01704955c4b1,kaptain-worker3,Running,2026-09-17T21:57:10Z,2026-09-17T21:57:10Z,True
pilot-burst1-007,pilot-burst1-007,92b0027b-d511-46af-be1e-abfce189ac88,kaptain-worker2,Running,2026-09-17T21:57:10Z,2026-09-17T21:57:10Z,True
pilot-burst1-008,pilot-burst1-008,528cb659-5d40-4642-a0ea-ef09a2529ba2,kaptain-worker2,Running,2026-09-17T21:57:10Z,2026-09-17T21:57:10Z,True
pilot-burst1-009,pilot-burst1-009,78ff901d-7429-4e75-90fa-a89178df5d89,kaptain-worker,Running,2026-09-17T21:57:10Z,2026-09-17T21:57:10Z,True
pilot-burst2-000,pilot-burst2-000,c43a4141-ae8b-4e92-80df-3fc6c980ff17,kaptain-worker,Pending,2026-09-17T21:57:19Z,2026-09-17T21:57:19Z,True
pilot-burst2-001,pilot-burst2-001,39a24dfc-7057-4584-9239-0cb898979fd4,kaptain-worker2,Pending,2026-09-17T21:57:19Z,2026-09-17T21:57:19Z,True
pilot-burst2-002,pilot-burst2-002,82732186-6053-4922-943a-593c6ddbecd0,kaptain-worker3,Pending,2026-09-17T21:57:20Z,2026-09-17T21:57:20Z,True
pilot-burst2-003,pilot-burst2-003,e7e9e8d5-32d2-4146-8bc6-50e9c8c421c6,kaptain-worker,Pending,2026-09-17T21:57:20Z,2026-09-17T21:57:20Z,True
pilot-burst2-004,pilot-burst2-004,b3ee7808-9500-481e-ad50-6e86a7545594,kaptain-worker3,Pending,2026-09-17T21:57:20Z,2026-09-17T21:57:20Z,True
pilot-burst2-005,pilot-burst2-005,cd2776a9-fff8-4d7e-8fa7-14097c8bf5c2,kaptain-worker,Pending,2026-09-17T21:57:20Z,2026-09-17T21:57:20Z,True
pilot-burst2-006,pilot-burst2-006,e59ec4d9-0f1d-426a-a29e-b58da05a7de4,kaptain-worker2,Pending,2026-09-17T21:57:20Z,2026-09-17T21:57:20Z,True
pilot-burst2-007,pilot-burst2-007,515e3700-e636-47bc-be0a-4879f9db7446,kaptain-worker3,Pending,2026-09-17T21:57:20Z,2026-09-17T21:57:20Z,True
pilot-burst2-008,pilot-burst2-008,270f6322-c167-43d8-910e-9f1c67d29de0,kaptain-worker3,Pending,2026-09-17T21:57:20Z,2026-09-17T21:57:20Z,True
pilot-burst2-009,pilot-burst2-009,b4228e10-25ea-4221-a035-0b1f1f343184,kaptain-worker,Pending,2026-09-17T21:57:20Z,2026-09-17T21:57:20Z,True
pilot-steady-000,pilot-steady-000,ff9fbacd-b95a-41ad-81a1-ecfa38ee272b,kaptain-worker,Running,2026-09-17T21:56:19Z,2026-09-17T21:56:19Z,True
