task_id,pod_name,pod_uid,node,phase,created_at,scheduled_at,scheduled_status
pilot-burst0-000,pilot-burst0-000,f64e73ea-d1e5-4b23-9ce9-2db15c675b58,kaptain-worker3,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst0-001,pilot-burst0-001,0084988f-1583-4fd9-8157-8318e8e8f1e0,kaptain-worker,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst0-002,pilot-burst0-002,9f8eae3a-a3fe-4369-b5d4-b96da7de6922,kaptain-worker,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst0-003,pilot-burst0-003,2502dd00-f242-4c84-b8c6-0ff633109a29,kaptain-worker2,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst0-004,pilot-burst0-004,fdf4d5aa-2d83-4aa1-85e4-040059aeb2b2,kaptain-worker,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst0-005,pilot-burst0-005,1b290204-7aa8-414e-88f6-3041c4f4b1f7,kaptain-worker2,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst0-006,pilot-burst0-006,9cd59548-1954-4160-8762-99baf1d18fb8,kaptain-worker2,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst0-007,pilot-burst0-007,2d53a297-5525-4996-9253-d43c3071f94d,kaptain-worker3,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst0-008,pilot-burst0-008,af5b2d69-9a0f-4b34-a6a7-a3b9be44c914,kaptain-worker2,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst0-009,pilot-burst0-009,6528b9f0-60c6-46f3-88a8-c45a9d3f10ff,kaptain-worker3,Running,2026-09-17T21:14:59Z,2026-09-17T21:14:59Z,True
pilot-burst1-000,pilot-burst1-000,154a7189-ca3e-414d-ade2-0d72bde300f6,kaptain-worker3,Running,2026-09-17T21:15:09Z,2026-09-17T21:15:09Z,True
